epoch,step,train_loss,train_acc,val_loss,val_acc,val_top5,lr,time_s
1,1357,0.857478931337573,,0.11487969684776461,0.9779005524861878,0.9992633517495396,0.00029977123724883093,404.20912194252014
2,2714,0.43961845455840837,,0.08151401708358778,0.9920810313075507,0.9998158379373849,0.00029433566231537855,797.9810433387756
3,4071,0.41543901794608584,,0.08246415205862422,0.9930018416206261,1.0,0.0002819137368424632,1189.8750717639923
4,5428,0.4072650787183794,,0.07565102179845175,0.9950276243093923,0.9998158379373849,0.00026310672544020767,1579.0860795974731
5,6785,0.3963210256818295,,0.06655115379812968,0.996500920810313,0.9998158379373849,0.0002388249531949288,1970.918659210205
6,8142,0.3927156610706754,,0.06832521277896607,0.9957642725598527,0.9998158379373849,0.00021024374275318249,2363.33948802948
7,9499,0.38931555291617187,,0.06387177086666802,0.9968692449355433,0.9998158379373849,0.0001787465245976716,2757.252623796463
8,10856,0.3840132205909723,,0.05507069211418897,0.9985267034990792,0.9996316758747698,0.00014585787417650345,3147.823781490326
9,12213,0.38026249623948716,,0.06399063401020254,0.9970534069981584,0.9998158379373849,0.00011316971712279069,3536.881772994995
10,13570,0.37759091859366317,,0.059803407648869863,0.9976058931860037,0.9996316758747698,8.226427448989464e-05,3929.8106911182404
11,14927,0.3756911157902849,,0.0565862052897283,0.9983425414364641,0.9998158379373849,5.4637477722248626e-05,4320.793001174927
12,16284,0.3745389941121694,,0.058860793671335745,0.9977900552486187,0.9998158379373849,3.1626560344853103e-05,4714.359097003937
13,17641,0.3736292192315739,,0.05657795125388748,0.9983425414364641,0.9996316758747698,1.4345331186754388e-05,5106.118010759354
14,18998,0.37324133572458956,,0.05549466353095039,0.9987108655616943,0.9996316758747698,3.6302621407231447e-06,5498.666612863541
15,20355,0.37329091312872986,,0.05500176910098306,0.9987108655616943,0.9996316758747698,0.0,5889.542664527893
