epoch,step,train_loss,train_acc,val_loss,val_acc,val_top5,lr,time_s
1,2172,0.7256425896704087,,0.08909853567569954,0.9808471454880294,0.9994475138121547,0.0002997722274649974,828.0292949676514
2,4344,0.4709713850890734,,0.06564083727244734,0.9902394106813996,0.9994475138121547,0.0002943402000463875,1715.681171655655
3,6516,0.44276345607654827,,0.10683552817635335,0.978084714548803,0.9998158379373849,0.00028192106268097334,2609.83145570755
4,8688,0.42460213556309434,,0.05798393511530664,0.9935543278084714,0.9996316758747698,0.00026311599146653443,3502.971535921097
5,10860,0.4117630034493039,,0.04284927717120169,0.9974217311233886,0.9998158379373849,0.000238835287899747,4391.509088277817
6,13032,0.4029054372789232,,0.04708237034400743,0.9957642725598527,0.9996316758747698,0.0002102543136979454,5281.196343421936
7,15204,0.39496901780915744,,0.04317058825361136,0.9970534069981584,0.9998158379373849,0.00017875659478856076,6173.039761543274
8,17376,0.3895832355070729,,0.041484551573546115,0.9977900552486187,0.9996316758747698,0.0001458668486447757,7068.01473402977
9,19548,0.38542156674749944,,0.042741332961928995,0.9974217311233886,0.9998158379373849,0.00011317717692888012,7962.227162837982
10,21720,0.3807482555042095,,0.04356160696259739,0.9976058931860037,0.9996316758747698,8.226999625336662e-05,8855.4246571064
11,23892,0.3785252459553065,,0.0404239381984233,0.9987108655616943,0.9998158379373849,5.4641437768504824e-05,9742.786168813705
12,26064,0.37746900001722583,,0.03928952404807286,0.9987108655616943,0.9998158379373849,3.162892359054098e-05,10631.829920053482
13,28236,0.37504934792580086,,0.03863688387923478,0.9985267034990792,0.9998158379373849,1.4346425895363384e-05,11479.82715511322
14,30408,0.37460181100592427,,0.03842891093556174,0.9988950276243094,0.9998158379373849,3.6305426058846565e-06,12295.522889375687
15,32580,0.3741134203023673,,0.038277325621406455,0.9990791896869244,0.9998158379373849,0.0,13112.37158870697
