epoch,step,train_loss,train_acc,val_loss,val_acc,val_top5,lr,time_s
1,1357,0.8500113425311044,,0.13271335038471396,0.9806629834254144,0.9996316758747698,0.00029977123724883093,400.00744700431824
2,2714,0.4402914622423837,,0.08494952256288757,0.9911602209944751,0.9998158379373849,0.00029433566231537855,788.7139654159546
3,4071,0.4147025751074887,,0.08545811381568347,0.9935543278084714,0.9996316758747698,0.0002819137368424632,1176.9599187374115
4,5428,0.407733467346443,,0.06996840227594253,0.9953959484346224,1.0,0.00026310672544020767,1566.0721216201782
5,6785,0.4001174353683531,,0.07176994319120164,0.9948434622467771,0.9998158379373849,0.0002388249531949288,1953.6225459575653
6,8142,0.3925638545411601,,0.06294332916126287,0.998158379373849,0.9998158379373849,0.00021024374275318249,2342.9133217334747
7,9499,0.387389184801387,,0.06435450660150574,0.996500920810313,0.9998158379373849,0.0001787465245976716,2733.2144935131073
8,10856,0.38338181677335487,,0.06323318657075942,0.9968692449355433,0.9998158379373849,0.00014585787417650345,3121.6249141693115
9,12213,0.38011642170461907,,0.056464133473391034,0.9985267034990792,0.9996316758747698,0.00011316971712279069,3511.0336208343506
10,13570,0.3779000848773304,,0.05530113809455604,0.9983425414364641,0.9998158379373849,8.226427448989464e-05,3892.628250360489
11,14927,0.3751905566423187,,0.05746728594570968,0.9985267034990792,0.9998158379373849,5.4637477722248626e-05,4279.346222400665
12,16284,0.3748446786851679,,0.05619268344910764,0.9987108655616943,0.9998158379373849,3.1626560344853103e-05,4666.860483169556
13,17641,0.37406432470505785,,0.054770339545184954,0.9983425414364641,0.9998158379373849,1.4345331186754388e-05,5056.964750051498
14,18998,0.3733526517471673,,0.0553780513793285,0.9983425414364641,0.9998158379373849,3.6302621407231447e-06,5446.547684431076
15,20355,0.37315779037131225,,0.05588005379418642,0.9983425414364641,0.9998158379373849,0.0,5835.3746383190155
