epoch,step,train_loss,train_acc,val_loss,val_acc,val_top5,lr,time_s
1,2172,0.7254601251299649,,0.16366586209057005,0.9624309392265193,0.9970534069981584,0.0002997722274649974,865.4317033290863
2,4344,0.47492542222114775,,0.08149391888035376,0.985451197053407,0.9990791896869244,0.0002943402000463875,1722.1932859420776
3,6516,0.439264460272991,,0.06600799776243241,0.989134438305709,0.9992633517495396,0.00028192106268097334,2541.582471847534
4,8688,0.4211072165580744,,0.05046804059386034,0.9950276243093923,1.0,0.00026311599146653443,3358.9130194187164
5,10860,0.4129291895921059,,0.053837191339575347,0.9942909760589319,0.9998158379373849,0.000238835287899747,4219.321616649628
6,13032,0.4033600436746525,,0.050933445218957374,0.9952117863720074,0.9994475138121547,0.0002102543136979454,5035.150908470154
7,15204,0.3935671303126254,,0.0454795488501122,0.9966850828729282,0.9998158379373849,0.00017875659478856076,5898.530081987381
8,17376,0.3896831412890559,,0.041744607835184806,0.9972375690607734,0.9998158379373849,0.0001458668486447757,6714.44602394104
9,19548,0.3852879831337577,,0.04061518680324871,0.9979742173112339,1.0,0.00011317717692888012,7576.562265396118
10,21720,0.38136548638124274,,0.04215884061588547,0.9972375690607734,1.0,8.226999625336662e-05,8390.713766813278
11,23892,0.3783766483239706,,0.038849084883324565,0.998158379373849,0.9998158379373849,5.4641437768504824e-05,9251.434318780899
12,26064,0.3761510549878108,,0.04013102285111148,0.9985267034990792,1.0,3.162892359054098e-05,10115.415694475174
13,28236,0.37495976351681776,,0.03838199116907067,0.9988950276243094,1.0,1.4346425895363384e-05,10928.89896607399
14,30408,0.374893543305318,,0.03759869745971968,0.9988950276243094,1.0,3.6305426058846565e-06,11791.010402202606
15,32580,0.3744797506961375,,0.037218157807107785,0.9988950276243094,1.0,0.0,12607.460727930069
