epoch,step,train_loss,train_acc,val_loss,val_acc,val_top5,lr,time_s
1,2172,0.7150465352237774,,0.10121193255947879,0.9828729281767956,0.9996316758747698,0.0002997722274649974,896.8403811454773
2,4344,0.4631862772378254,,0.09722997574187116,0.9883977900552486,0.9998158379373849,0.0002943402000463875,1732.8843431472778
3,6516,0.4366018466006546,,0.07754387959810471,0.9933701657458563,1.0,0.00028192106268097334,2605.4074623584747
4,8688,0.41940315867710726,,0.0739257134236464,0.9933701657458563,0.9998158379373849,0.00026311599146653443,3434.8648653030396
5,10860,0.41045153242558186,,0.06973084445706608,0.9955801104972376,0.9998158379373849,0.000238835287899747,4313.1403341293335
6,13032,0.3993068412357931,,0.06504179366605277,0.9972375690607734,1.0,0.0002102543136979454,5142.200620889664
7,15204,0.39279791885647325,,0.07004517940855817,0.996316758747698,0.9998158379373849,0.00017875659478856076,6021.002808570862
8,17376,0.38650646505270214,,0.06735623205564299,0.9959484346224677,0.9996316758747698,0.0001458668486447757,6847.752601623535
9,19548,0.3826530751931733,,0.06170028451946778,0.9966850828729282,0.9998158379373849,0.00011317717692888012,7726.014243841171
10,21720,0.37868336190231155,,0.0584486143584629,0.9985267034990792,0.9998158379373849,8.226999625336662e-05,8552.737596035004
11,23892,0.37627900678588977,,0.057039680643415365,0.9987108655616943,0.9998158379373849,5.4641437768504824e-05,9425.98803305626
12,26064,0.37528439181724743,,0.05856488646723289,0.9985267034990792,0.9998158379373849,3.162892359054098e-05,10250.068923473358
13,28236,0.37320424620453163,,0.05628417359860562,0.9987108655616943,1.0,1.4346425895363384e-05,11117.184137582779
14,30408,0.37359352224604203,,0.0571810285744307,0.9985267034990792,0.9998158379373849,3.6305426058846565e-06,11943.185137987137
15,32580,0.37295092588794826,,0.0868714185819222,0.988950276243094,0.9992633517495396,0.0,12812.66204881668
